"mean","SD","P+","2.5%","5%","50%","95%","97.5%"
"L_Ventral_striatum",-0.0726,0.074,0.1603,-0.2202,-0.195,-0.0724,0.0472,0.07
"M_PCC",-0.0055,0.0786,0.4634,-0.1556,-0.1315,-0.0071,0.1255,0.1537
"M_vmPFC1",-0.0044,0.079,0.4695,-0.1552,-0.1304,-0.006,0.1271,0.1571
"M_vmPFC2",-0.0344,0.0744,0.3138,-0.1796,-0.1553,-0.0352,0.0896,0.115
"R_ACC",-0.0818,0.0747,0.1353,-0.23,-0.2058,-0.0814,0.0401,0.0629
"R_ant._Caudate",-0.0742,0.0732,0.1547,-0.2183,-0.1956,-0.0744,0.0459,0.0701
"R_ant._dorsal_Insula",-0.0515,0.0733,0.237,-0.193,-0.1712,-0.0525,0.0707,0.0949
"R_ant._Hippocampus",0.0084,0.0793,0.5351,-0.1428,-0.1188,0.0068,0.1418,0.1693
"R_ant._MCC",-0.0269,0.0752,0.3536,-0.1702,-0.1468,-0.0286,0.0985,0.1266
"R_ant._Putamen",-0.0704,0.0738,0.1679,-0.2153,-0.1922,-0.0701,0.0498,0.0736
"R_ant._ventral_Insula",-0.0399,0.0733,0.2885,-0.1829,-0.1589,-0.0401,0.0814,0.1065
"R_BLBM_Amygdala",-0.0253,0.0749,0.3615,-0.1706,-0.1463,-0.026,0.0989,0.124
"R_BST",-0.055,0.076,0.2303,-0.203,-0.1785,-0.0555,0.0702,0.0953
"R_CeMe_Amygdala",-0.0285,0.0755,0.3474,-0.1741,-0.1512,-0.0293,0.0971,0.1232
"R_CrusI-krienen",-0.0743,0.0763,0.162,-0.2268,-0.2006,-0.0736,0.0494,0.0745
"R_CrusI-shackman",-0.0318,0.0735,0.3261,-0.1741,-0.1513,-0.0328,0.0894,0.1156
"R_d_ant/lat_Thalamus",-0.0566,0.0738,0.2182,-0.2012,-0.178,-0.0565,0.0634,0.0883
"R_d_ant/med_Thalamus",-0.0813,0.0758,0.1371,-0.2345,-0.2075,-0.0798,0.0398,0.0635
"R_dlPFC",-0.0456,0.0733,0.2639,-0.1889,-0.1656,-0.0464,0.0755,0.0998
"R_FEF",0.0483,0.0879,0.6976,-0.1119,-0.0886,0.0445,0.1993,0.231
"R_Hippocampus_body",-0.0427,0.0742,0.28,-0.1884,-0.1642,-0.0433,0.0796,0.1046
"R_Hippocampus_tail",-0.0387,0.0734,0.2954,-0.1822,-0.1587,-0.0393,0.0826,0.1069
"R_Hypothalamus",0.0378,0.0879,0.6538,-0.1229,-0.099,0.0339,0.1894,0.2222
"R_IFG-1",0.0022,0.0767,0.4996,-0.1438,-0.1212,-1e-04,0.1317,0.1572
"R_IFG-2",-0.0025,0.0768,0.4756,-0.1469,-0.1251,-0.0046,0.1268,0.1548
"R_IFG-3",-0.0776,0.078,0.1568,-0.2317,-0.205,-0.0775,0.0493,0.0752
"R_IFG-4",-0.0574,0.0744,0.2172,-0.2032,-0.179,-0.0574,0.0644,0.0899
"R_IFG-5",-0.0766,0.0769,0.1568,-0.2281,-0.2027,-0.0767,0.0498,0.0757
"R_IFG-6",-0.0504,0.0747,0.2434,-0.1955,-0.1712,-0.0512,0.0739,0.0988
"R_lat._OFC",-0.0187,0.0766,0.3917,-0.1654,-0.1407,-0.021,0.1099,0.1377
"R_med._OFC",-0.022,0.0734,0.3764,-0.162,-0.1404,-0.023,0.1003,0.1243
"R_mid/post_Insula",-0.0081,0.0745,0.447,-0.1497,-0.1278,-0.01,0.1162,0.1424
"R_PAG",-0.0639,0.0754,0.1947,-0.2133,-0.1879,-0.0638,0.0594,0.0839
"R_PCC",0.0117,0.0887,0.544,-0.1578,-0.1302,0.01,0.1608,0.1914
"R_PCC/precuneus",-0.03,0.083,0.3532,-0.1929,-0.1651,-0.0305,0.107,0.1354
"R_post._Caudate",-0.0835,0.0764,0.1339,-0.2377,-0.2104,-0.0826,0.0405,0.0639
"R_post._MCC",-0.0772,0.0743,0.1463,-0.2237,-0.1996,-0.0771,0.0442,0.0695
"R_post._Putamen",-0.0705,0.0738,0.1666,-0.2153,-0.1916,-0.0707,0.0512,0.0749
"R_pre-SMA",-0.0926,0.0776,0.1118,-0.2477,-0.2221,-0.0917,0.0328,0.0562
"R_pregenual_ACC",-0.0464,0.0737,0.2596,-0.1902,-0.167,-0.0467,0.0753,0.1004
"R_v_ant/inf_Thalamus",-0.062,0.0729,0.1941,-0.2055,-0.1817,-0.0624,0.0583,0.0832
"R_v_ant/sup_Thalamus",-0.1082,0.0823,0.0888,-0.2727,-0.2458,-0.107,0.024,0.0487
"R_v_lat/post_Thalamus",-0.0501,0.0753,0.2496,-0.1992,-0.1737,-0.0501,0.0732,0.099
"R_v_med/post_Thalamus",-0.0315,0.073,0.3268,-0.1719,-0.1495,-0.0326,0.0904,0.1151
"R_Ventral_striatum",-0.0458,0.0729,0.261,-0.187,-0.1636,-0.0464,0.0744,0.0993
